state,district,forecast_month,predicted_update_total,predicted_stress_level
Madhya Pradesh,Morena,2026-01-01,40636.0,High
Madhya Pradesh,Morena,2026-02-01,50234.0,High
Madhya Pradesh,Morena,2026-03-01,59832.0,High
Madhya Pradesh,Narmadapuram,2026-01-01,3664.0,Medium
Madhya Pradesh,Narmadapuram,2026-02-01,4634.0,Medium
Madhya Pradesh,Narmadapuram,2026-03-01,5604.0,Medium
Madhya Pradesh,Narsimhapur,2026-01-01,4050.5,Medium
Madhya Pradesh,Narsimhapur,2026-02-01,4942.0,Medium
Madhya Pradesh,Narsimhapur,2026-03-01,5833.5,Medium
Madhya Pradesh,Narsinghpur,2026-01-01,18423.5,High
Madhya Pradesh,Narsinghpur,2026-02-01,22203.0,High
Madhya Pradesh,Narsinghpur,2026-03-01,25982.5,High
Madhya Pradesh,Neemuch,2026-01-01,16458.0,High
Madhya Pradesh,Neemuch,2026-02-01,20437.0,High
Madhya Pradesh,Neemuch,2026-03-01,24416.0,High
Madhya Pradesh,Niwari,2026-01-01,1033.0,Low
Madhya Pradesh,Niwari,2026-02-01,1301.0,Low
Madhya Pradesh,Niwari,2026-03-01,1569.0,Low
Madhya Pradesh,Pandhurna,2026-01-01,525.5,Low
Madhya Pradesh,Pandhurna,2026-02-01,645.0,Low
Madhya Pradesh,Pandhurna,2026-03-01,764.5,Low
Madhya Pradesh,Panna,2026-01-01,20932.0,High
Madhya Pradesh,Panna,2026-02-01,25366.0,High
Madhya Pradesh,Panna,2026-03-01,29800.0,High
Madhya Pradesh,Raisen,2026-01-01,28211.0,High
Madhya Pradesh,Raisen,2026-02-01,34208.0,High
Madhya Pradesh,Raisen,2026-03-01,40205.0,High
Madhya Pradesh,Rajgarh,2026-01-01,33521.5,High
Madhya Pradesh,Rajgarh,2026-02-01,41378.0,High
Madhya Pradesh,Rajgarh,2026-03-01,49234.5,High
Madhya Pradesh,Ratlam,2026-01-01,59329.0,High
Madhya Pradesh,Ratlam,2026-02-01,75986.0,High
Madhya Pradesh,Ratlam,2026-03-01,92643.0,High
Madhya Pradesh,Rewa,2026-01-01,45133.5,High
Madhya Pradesh,Rewa,2026-02-01,52920.0,High
Madhya Pradesh,Rewa,2026-03-01,60706.5,High
Madhya Pradesh,Sagar,2026-01-01,51138.0,High
Madhya Pradesh,Sagar,2026-02-01,63503.0,High
Madhya Pradesh,Sagar,2026-03-01,75868.0,High
Madhya Pradesh,Satna,2026-01-01,50236.0,High
Madhya Pradesh,Satna,2026-02-01,60385.0,High
Madhya Pradesh,Satna,2026-03-01,70534.0,High
Madhya Pradesh,Sehore,2026-01-01,30586.0,High
Madhya Pradesh,Sehore,2026-02-01,38430.0,High
Madhya Pradesh,Sehore,2026-03-01,46274.0,High
Madhya Pradesh,Seoni,2026-01-01,26005.5,High
Madhya Pradesh,Seoni,2026-02-01,31968.0,High
Madhya Pradesh,Seoni,2026-03-01,37930.5,High
Madhya Pradesh,Shahdol,2026-01-01,33279.0,High
Madhya Pradesh,Shahdol,2026-02-01,41477.0,High
Madhya Pradesh,Shahdol,2026-03-01,49675.0,High
Madhya Pradesh,Shajapur,2026-01-01,24580.0,High
Madhya Pradesh,Shajapur,2026-02-01,30078.0,High
Madhya Pradesh,Shajapur,2026-03-01,35576.0,High
Madhya Pradesh,Sheopur,2026-01-01,17148.5,High
Madhya Pradesh,Sheopur,2026-02-01,21531.0,High
Madhya Pradesh,Sheopur,2026-03-01,25913.5,High
Madhya Pradesh,Shivpuri,2026-01-01,43436.0,High
Madhya Pradesh,Shivpuri,2026-02-01,54815.0,High
Madhya Pradesh,Shivpuri,2026-03-01,66194.0,High
Madhya Pradesh,Sidhi,2026-01-01,22076.5,High
Madhya Pradesh,Sidhi,2026-02-01,25622.0,High
Madhya Pradesh,Sidhi,2026-03-01,29167.5,High
Madhya Pradesh,Singrauli,2026-01-01,21143.0,High
Madhya Pradesh,Singrauli,2026-02-01,24041.0,High
Madhya Pradesh,Singrauli,2026-03-01,26939.0,High
Madhya Pradesh,Tikamgarh,2026-01-01,35042.0,High
Madhya Pradesh,Tikamgarh,2026-02-01,43493.0,High
Madhya Pradesh,Tikamgarh,2026-03-01,51944.0,High
Madhya Pradesh,Ujjain,2026-01-01,52012.0,High
Madhya Pradesh,Ujjain,2026-02-01,63730.0,High
Madhya Pradesh,Ujjain,2026-03-01,75448.0,High
Madhya Pradesh,Umaria,2026-01-01,16648.0,High
Madhya Pradesh,Umaria,2026-02-01,20415.0,High
Madhya Pradesh,Umaria,2026-03-01,24182.0,High
Madhya Pradesh,Vidisha,2026-01-01,32005.5,High
Madhya Pradesh,Vidisha,2026-02-01,39013.0,High
Madhya Pradesh,Vidisha,2026-03-01,46020.5,High
Madhya Pradesh,West Nimar,2026-01-01,3009.0,Medium
Madhya Pradesh,West Nimar,2026-02-01,3712.0,Medium
Madhya Pradesh,West Nimar,2026-03-01,4415.0,Medium
Maharashtra,Ahmadnagar,2026-01-01,120892.0,High
Maharashtra,Ahmadnagar,2026-02-01,135468.0,High
Maharashtra,Ahmadnagar,2026-03-01,150044.0,High
Maharashtra,Ahmed Nagar,2026-01-01,2936.0,Medium
Maharashtra,Ahmed Nagar,2026-02-01,3258.0,Medium
Maharashtra,Ahmed Nagar,2026-03-01,3580.0,Medium
Maharashtra,Akola,2026-01-01,34971.5,High
Maharashtra,Akola,2026-02-01,37044.0,High
Maharashtra,Akola,2026-03-01,39116.5,High
Maharashtra,Amravati,2026-01-01,67994.5,High
Maharashtra,Amravati,2026-02-01,74052.0,High
Maharashtra,Amravati,2026-03-01,80109.5,High
Maharashtra,Aurangabad,2026-01-01,81390.0,High
Maharashtra,Aurangabad,2026-02-01,87620.0,High
Maharashtra,Aurangabad,2026-03-01,93850.0,High
Maharashtra,Beed,2026-01-01,65514.0,High
Maharashtra,Beed,2026-02-01,67968.0,High
Maharashtra,Beed,2026-03-01,70422.0,High
Maharashtra,Bhandara,2026-01-01,20390.0,High
Maharashtra,Bhandara,2026-02-01,19878.0,High
Maharashtra,Bhandara,2026-03-01,19366.0,High
Maharashtra,Bid,2026-01-01,3732.5,Medium
Maharashtra,Bid,2026-02-01,3141.0,Medium
Maharashtra,Bid,2026-03-01,2549.5,Medium
Maharashtra,Buldana,2026-01-01,8407.0,High
Maharashtra,Buldana,2026-02-01,7505.0,Medium
Maharashtra,Buldana,2026-03-01,6603.0,Medium
Maharashtra,Buldhana,2026-01-01,48266.0,High
Maharashtra,Buldhana,2026-02-01,49725.0,High
Maharashtra,Buldhana,2026-03-01,51184.0,High
Maharashtra,Chandrapur,2026-01-01,53340.5,High
Maharashtra,Chandrapur,2026-02-01,53868.0,High
Maharashtra,Chandrapur,2026-03-01,54395.5,High
Maharashtra,Chatrapati Sambhaji Nagar,2026-01-01,2168.5,Medium
Maharashtra,Chatrapati Sambhaji Nagar,2026-02-01,2745.0,Medium
Maharashtra,Chatrapati Sambhaji Nagar,2026-03-01,3321.5,Medium
Maharashtra,Chhatrapati Sambhajinagar,2026-01-01,8124.5,High
Maharashtra,Chhatrapati Sambhajinagar,2026-02-01,10109.0,High
Maharashtra,Chhatrapati Sambhajinagar,2026-03-01,12093.5,High
Maharashtra,Dharashiv,2026-01-01,2118.5,Medium
Maharashtra,Dharashiv,2026-02-01,2680.0,Medium
Maharashtra,Dharashiv,2026-03-01,3241.5,Medium
Maharashtra,Dhule,2026-01-01,40596.5,High
Maharashtra,Dhule,2026-02-01,43542.0,High
Maharashtra,Dhule,2026-03-01,46487.5,High
Maharashtra,Gadchiroli,2026-01-01,28947.0,High
Maharashtra,Gadchiroli,2026-02-01,26028.0,High
Maharashtra,Gadchiroli,2026-03-01,23109.0,High
Maharashtra,Gondia,2026-01-01,262.5,Low
Maharashtra,Gondia,2026-02-01,139.0,Low
Maharashtra,Gondia,2026-03-01,15.5,Low
Maharashtra,Gondiya,2026-01-01,21994.5,High
Maharashtra,Gondiya,2026-02-01,19160.0,High
Maharashtra,Gondiya,2026-03-01,16325.5,High
Maharashtra,Gondiya *,2026-01-01,720.5,Low
Maharashtra,Gondiya *,2026-02-01,586.0,Low
Maharashtra,Gondiya *,2026-03-01,451.5,Low
Maharashtra,Hingoli,2026-01-01,40720.5,High
Maharashtra,Hingoli,2026-02-01,44480.0,High
Maharashtra,Hingoli,2026-03-01,48239.5,High
Maharashtra,Hingoli *,2026-01-01,2.0,Low
Maharashtra,Hingoli *,2026-02-01,2.0,Low
Maharashtra,Hingoli *,2026-03-01,2.0,Low
Maharashtra,Jalgaon,2026-01-01,89042.5,High
Maharashtra,Jalgaon,2026-02-01,92464.0,High
Maharashtra,Jalgaon,2026-03-01,95885.5,High
Maharashtra,Jalna,2026-01-01,45952.0,High
Maharashtra,Jalna,2026-02-01,48417.0,High
Maharashtra,Jalna,2026-03-01,50882.0,High
Maharashtra,Kolhapur,2026-01-01,78074.0,High
Maharashtra,Kolhapur,2026-02-01,90185.0,High
Maharashtra,Kolhapur,2026-03-01,102296.0,High
Maharashtra,Latur,2026-01-01,52011.5,High
Maharashtra,Latur,2026-02-01,56745.0,High
Maharashtra,Latur,2026-03-01,61478.5,High
Maharashtra,Mumbai,2026-01-01,146130.0,High
Maharashtra,Mumbai,2026-02-01,174670.0,High
Maharashtra,Mumbai,2026-03-01,203210.0,High
Maharashtra,Mumbai City,2026-01-01,29082.0,High
Maharashtra,Mumbai City,2026-02-01,35686.0,High
Maharashtra,Mumbai City,2026-03-01,42290.0,High
Maharashtra,Mumbai Suburban,2026-01-01,100836.0,High
Maharashtra,Mumbai Suburban,2026-02-01,123138.0,High
Maharashtra,Mumbai Suburban,2026-03-01,145440.0,High
Maharashtra,Mumbai( Sub Urban ),2026-01-01,4378.5,Medium
Maharashtra,Mumbai( Sub Urban ),2026-02-01,5404.0,Medium
Maharashtra,Mumbai( Sub Urban ),2026-03-01,6429.5,Medium
Maharashtra,Nagpur,2026-01-01,91014.0,High
Maharashtra,Nagpur,2026-02-01,102268.0,High
Maharashtra,Nagpur,2026-03-01,113522.0,High
Maharashtra,Nanded,2026-01-01,80177.0,High
Maharashtra,Nanded,2026-02-01,78751.0,High
Maharashtra,Nanded,2026-03-01,77325.0,High
Maharashtra,Nandurbar,2026-01-01,22328.0,High
Maharashtra,Nandurbar,2026-02-01,18626.0,High
Maharashtra,Nandurbar,2026-03-01,14924.0,High
Maharashtra,Nandurbar *,2026-01-01,436.5,Low
Maharashtra,Nandurbar *,2026-02-01,350.0,Low
Maharashtra,Nandurbar *,2026-03-01,263.5,Low
Maharashtra,Nashik,2026-01-01,164398.0,High
Maharashtra,Nashik,2026-02-01,187891.0,High
Maharashtra,Nashik,2026-03-01,211384.0,High
Maharashtra,Osmanabad,2026-01-01,40196.0,High
Maharashtra,Osmanabad,2026-02-01,43482.0,High
Maharashtra,Osmanabad,2026-03-01,46768.0,High
Maharashtra,Palghar,2026-01-01,68925.0,High
Maharashtra,Palghar,2026-02-01,82134.0,High
Maharashtra,Palghar,2026-03-01,95343.0,High
Maharashtra,Parbhani,2026-01-01,37636.0,High
Maharashtra,Parbhani,2026-02-01,34680.0,High
Maharashtra,Parbhani,2026-03-01,31724.0,High
Maharashtra,Pune,2026-01-01,272672.0,High
Maharashtra,Pune,2026-02-01,330174.0,High
Maharashtra,Pune,2026-03-01,387676.0,High
Maharashtra,Raigad,2026-01-01,16727.5,High
Maharashtra,Raigad,2026-02-01,20738.0,High
Maharashtra,Raigad,2026-03-01,24748.5,High
Maharashtra,Raigarh,2026-01-01,51454.5,High
Maharashtra,Raigarh,2026-02-01,58433.0,High
Maharashtra,Raigarh,2026-03-01,65411.5,High
Maharashtra,Raigarh(MH),2026-01-01,443.0,Low
Maharashtra,Raigarh(MH),2026-02-01,466.0,Low
Maharashtra,Raigarh(MH),2026-03-01,489.0,Low
Maharashtra,Ratnagiri,2026-01-01,37935.5,High
Maharashtra,Ratnagiri,2026-02-01,41222.0,High
Maharashtra,Ratnagiri,2026-03-01,44508.5,High
Maharashtra,Sangli,2026-01-01,73776.5,High
Maharashtra,Sangli,2026-02-01,88872.0,High
Maharashtra,Sangli,2026-03-01,103967.5,High
Maharashtra,Satara,2026-01-01,64844.5,High
Maharashtra,Satara,2026-02-01,75169.0,High
Maharashtra,Satara,2026-03-01,85493.5,High
Maharashtra,Sindhudurg,2026-01-01,14829.0,High
Maharashtra,Sindhudurg,2026-02-01,15412.0,High
Maharashtra,Sindhudurg,2026-03-01,15995.0,High
Maharashtra,Solapur,2026-01-01,125711.5,High
Maharashtra,Solapur,2026-02-01,145930.0,High
Maharashtra,Solapur,2026-03-01,166148.5,High
Maharashtra,Thane,2026-01-01,231363.5,High
Maharashtra,Thane,2026-02-01,271563.0,High
Maharashtra,Thane,2026-03-01,311762.5,High
Maharashtra,Wardha,2026-01-01,31914.5,High
Maharashtra,Wardha,2026-02-01,35755.0,High
Maharashtra,Wardha,2026-03-01,39595.5,High
Maharashtra,Washim,2026-01-01,36887.5,High
Maharashtra,Washim,2026-02-01,42245.0,High
Maharashtra,Washim,2026-03-01,47602.5,High
Maharashtra,Washim *,2026-01-01,452.0,Low
Maharashtra,Washim *,2026-02-01,490.0,Low
Maharashtra,Washim *,2026-03-01,528.0,Low
Maharashtra,Yavatmal,2026-01-01,92846.5,High
Maharashtra,Yavatmal,2026-02-01,101746.0,High
Maharashtra,Yavatmal,2026-03-01,110645.5,High
Manipur,Bishnupur,2026-01-01,0.0,Low
Manipur,Bishnupur,2026-02-01,0.0,Low
Manipur,Bishnupur,2026-03-01,0.0,Low
Manipur,Chandel,2026-01-01,1045.0,Low
Manipur,Chandel,2026-02-01,262.0,Low
Manipur,Chandel,2026-03-01,0.0,Low
Manipur,Churachandpur,2026-01-01,2396.0,Medium
Manipur,Churachandpur,2026-02-01,750.0,Low
Manipur,Churachandpur,2026-03-01,0.0,Low
Manipur,Imphal East,2026-01-01,15630.0,High
Manipur,Imphal East,2026-02-01,14199.0,High
Manipur,Imphal East,2026-03-01,12768.0,High
Manipur,Imphal West,2026-01-01,14040.5,High
Manipur,Imphal West,2026-02-01,14219.0,High
Manipur,Imphal West,2026-03-01,14397.5,High
Manipur,Jiribam,2026-01-01,152.0,Low
Manipur,Jiribam,2026-02-01,0.0,Low
Manipur,Jiribam,2026-03-01,0.0,Low
Manipur,Kakching,2026-01-01,815.5,Low
Manipur,Kakching,2026-02-01,727.0,Low
Manipur,Kakching,2026-03-01,638.5,Low
Manipur,Pherzawl,2026-01-01,88.0,Low
Manipur,Pherzawl,2026-02-01,97.0,Low
Manipur,Pherzawl,2026-03-01,106.0,Low
Manipur,Senapati,2026-01-01,5579.0,Medium
Manipur,Senapati,2026-02-01,4835.0,Medium
Manipur,Senapati,2026-03-01,4091.0,Medium
Manipur,Tamenglong,2026-01-01,582.0,Low
Manipur,Tamenglong,2026-02-01,0.0,Low
Manipur,Tamenglong,2026-03-01,0.0,Low
Manipur,Thoubal,2026-01-01,18294.0,High
Manipur,Thoubal,2026-02-01,18460.0,High
Manipur,Thoubal,2026-03-01,18626.0,High
Manipur,Ukhrul,2026-01-01,2468.5,Medium
Manipur,Ukhrul,2026-02-01,2187.0,Medium
Manipur,Ukhrul,2026-03-01,1905.5,Low
Meghalaya,East Garo Hills,2026-01-01,542.5,Low
Meghalaya,East Garo Hills,2026-02-01,441.0,Low
Meghalaya,East Garo Hills,2026-03-01,339.5,Low
Meghalaya,East Jaintia Hills,2026-01-01,699.0,Low
Meghalaya,East Jaintia Hills,2026-02-01,540.0,Low
Meghalaya,East Jaintia Hills,2026-03-01,381.0,Low
Meghalaya,East Khasi Hills,2026-01-01,4335.0,Medium
Meghalaya,East Khasi Hills,2026-02-01,4158.0,Medium
Meghalaya,East Khasi Hills,2026-03-01,3981.0,Medium
Meghalaya,Eastern West Khasi Hills,2026-01-01,95.0,Low
Meghalaya,Eastern West Khasi Hills,2026-02-01,110.0,Low
Meghalaya,Eastern West Khasi Hills,2026-03-01,125.0,Low
Meghalaya,Jaintia Hills,2026-01-01,1.0,Low
Meghalaya,Jaintia Hills,2026-02-01,0.0,Low
Meghalaya,Jaintia Hills,2026-03-01,0.0,Low
Meghalaya,North Garo Hills,2026-01-01,385.5,Low
Meghalaya,North Garo Hills,2026-02-01,288.0,Low
Meghalaya,North Garo Hills,2026-03-01,190.5,Low
Meghalaya,Ri Bhoi,2026-01-01,1038.5,Low
Meghalaya,Ri Bhoi,2026-02-01,599.0,Low
Meghalaya,Ri Bhoi,2026-03-01,159.5,Low
Meghalaya,South Garo Hills,2026-01-01,349.5,Low
Meghalaya,South Garo Hills,2026-02-01,245.0,Low
Meghalaya,South Garo Hills,2026-03-01,140.5,Low
Meghalaya,South West Garo Hills,2026-01-01,604.0,Low
Meghalaya,South West Garo Hills,2026-02-01,85.0,Low
Meghalaya,South West Garo Hills,2026-03-01,0.0,Low
Meghalaya,South West Khasi Hills,2026-01-01,533.5,Low
Meghalaya,South West Khasi Hills,2026-02-01,451.0,Low
Meghalaya,South West Khasi Hills,2026-03-01,368.5,Low
Meghalaya,West Garo Hills,2026-01-01,3185.0,Medium
Meghalaya,West Garo Hills,2026-02-01,2768.0,Medium
Meghalaya,West Garo Hills,2026-03-01,2351.0,Medium
Meghalaya,West Jaintia Hills,2026-01-01,1800.5,Low
Meghalaya,West Jaintia Hills,2026-02-01,1764.0,Low
Meghalaya,West Jaintia Hills,2026-03-01,1727.5,Low
Meghalaya,West Khasi Hills,2026-01-01,1129.5,Low
Meghalaya,West Khasi Hills,2026-02-01,869.0,Low
Meghalaya,West Khasi Hills,2026-03-01,608.5,Low
Mizoram,Aizawl,2026-01-01,3989.0,Medium
Mizoram,Aizawl,2026-02-01,3545.0,Medium
Mizoram,Aizawl,2026-03-01,3101.0,Medium
Mizoram,Champhai,2026-01-01,803.5,Low
Mizoram,Champhai,2026-02-01,659.0,Low
Mizoram,Champhai,2026-03-01,514.5,Low
Mizoram,Hnahthial,2026-01-01,33.5,Low
Mizoram,Hnahthial,2026-02-01,43.0,Low
Mizoram,Hnahthial,2026-03-01,52.5,Low
Mizoram,Khawzawl,2026-01-01,2.5,Low
Mizoram,Khawzawl,2026-02-01,0.0,Low
Mizoram,Khawzawl,2026-03-01,0.0,Low
Mizoram,Kolasib,2026-01-01,805.0,Low
Mizoram,Kolasib,2026-02-01,677.0,Low
Mizoram,Kolasib,2026-03-01,549.0,Low
Mizoram,Lawngtlai,2026-01-01,3104.5,Medium
Mizoram,Lawngtlai,2026-02-01,3875.0,Medium
Mizoram,Lawngtlai,2026-03-01,4645.5,Medium
Mizoram,Lunglei,2026-01-01,1122.5,Low
Mizoram,Lunglei,2026-02-01,1115.0,Low
Mizoram,Lunglei,2026-03-01,1107.5,Low
Mizoram,Mamit,2026-01-01,632.0,Low
Mizoram,Mamit,2026-02-01,598.0,Low
Mizoram,Mamit,2026-03-01,564.0,Low
Mizoram,Mammit,2026-01-01,131.0,Low
Mizoram,Mammit,2026-02-01,64.0,Low
Mizoram,Mammit,2026-03-01,0.0,Low
Mizoram,Saiha,2026-01-01,324.0,Low
Mizoram,Saiha,2026-02-01,181.0,Low
Mizoram,Saiha,2026-03-01,38.0,Low
Mizoram,Saitual,2026-01-01,91.0,Low
Mizoram,Saitual,2026-02-01,113.0,Low
Mizoram,Saitual,2026-03-01,135.0,Low
Mizoram,Serchhip,2026-01-01,301.5,Low
Mizoram,Serchhip,2026-02-01,273.0,Low
Mizoram,Serchhip,2026-03-01,244.5,Low
Nagaland,Chumukedima,2026-01-01,295.5,Low
Nagaland,Chumukedima,2026-02-01,234.0,Low
Nagaland,Chumukedima,2026-03-01,172.5,Low
Nagaland,Dimapur,2026-01-01,6967.5,Medium
Nagaland,Dimapur,2026-02-01,7954.0,Medium
Nagaland,Dimapur,2026-03-01,8940.5,High
Nagaland,Kiphire,2026-01-01,457.5,Low
Nagaland,Kiphire,2026-02-01,279.0,Low
Nagaland,Kiphire,2026-03-01,100.5,Low
Nagaland,Kohima,2026-01-01,1541.0,Low
Nagaland,Kohima,2026-02-01,1265.0,Low
Nagaland,Kohima,2026-03-01,989.0,Low
Nagaland,Longleng,2026-01-01,509.5,Low
Nagaland,Longleng,2026-02-01,545.0,Low
Nagaland,Longleng,2026-03-01,580.5,Low
Nagaland,Meluri,2026-01-01,440.5,Low
Nagaland,Meluri,2026-02-01,560.0,Low
Nagaland,Meluri,2026-03-01,679.5,Low
Nagaland,Mokokchung,2026-01-01,1083.0,Low
Nagaland,Mokokchung,2026-02-01,899.0,Low
Nagaland,Mokokchung,2026-03-01,715.0,Low
Nagaland,Mon,2026-01-01,1300.0,Low
Nagaland,Mon,2026-02-01,609.0,Low
Nagaland,Mon,2026-03-01,0.0,Low
Nagaland,Niuland,2026-01-01,129.0,Low
Nagaland,Niuland,2026-02-01,146.0,Low
Nagaland,Niuland,2026-03-01,163.0,Low
Nagaland,Noklak,2026-01-01,186.5,Low
Nagaland,Noklak,2026-02-01,177.0,Low
Nagaland,Noklak,2026-03-01,167.5,Low
Nagaland,Peren,2026-01-01,523.0,Low
Nagaland,Peren,2026-02-01,318.0,Low
Nagaland,Peren,2026-03-01,113.0,Low
Nagaland,Phek,2026-01-01,835.5,Low
Nagaland,Phek,2026-02-01,692.0,Low
Nagaland,Phek,2026-03-01,548.5,Low
Nagaland,Shamator,2026-01-01,296.5,Low
Nagaland,Shamator,2026-02-01,362.0,Low
Nagaland,Shamator,2026-03-01,427.5,Low
Nagaland,Tseminyu,2026-01-01,41.0,Low
Nagaland,Tseminyu,2026-02-01,40.0,Low
Nagaland,Tseminyu,2026-03-01,39.0,Low
Nagaland,Tuensang,2026-01-01,1261.0,Low
Nagaland,Tuensang,2026-02-01,874.0,Low
Nagaland,Tuensang,2026-03-01,487.0,Low
Nagaland,Wokha,2026-01-01,716.0,Low
Nagaland,Wokha,2026-02-01,655.0,Low
Nagaland,Wokha,2026-03-01,594.0,Low
Nagaland,Zunheboto,2026-01-01,1303.0,Low
Nagaland,Zunheboto,2026-02-01,1385.0,Low
Nagaland,Zunheboto,2026-03-01,1467.0,Low
ODISHA,NUAPADA,2026-01-01,24.5,Low
ODISHA,NUAPADA,2026-02-01,26.0,Low
ODISHA,NUAPADA,2026-03-01,27.5,Low
Odisha,ANGUL,2026-01-01,0.0,Low
Odisha,ANGUL,2026-02-01,0.0,Low
Odisha,ANGUL,2026-03-01,0.0,Low
Odisha,ANUGUL,2026-01-01,83.0,Low
Odisha,ANUGUL,2026-02-01,99.0,Low
Odisha,ANUGUL,2026-03-01,115.0,Low
Odisha,Angul,2026-01-01,16729.0,High
Odisha,Angul,2026-02-01,17964.0,High
Odisha,Angul,2026-03-01,19199.0,High
Odisha,Anugal,2026-01-01,4.5,Low
Odisha,Anugal,2026-02-01,5.0,Low
Odisha,Anugal,2026-03-01,5.5,Low
Odisha,Anugul,2026-01-01,1032.0,Low
Odisha,Anugul,2026-02-01,1198.0,Low
Odisha,Anugul,2026-03-01,1364.0,Low
Odisha,Balangir,2026-01-01,18790.5,High
Odisha,Balangir,2026-02-01,19599.0,High
Odisha,Balangir,2026-03-01,20407.5,High
Odisha,Baleshwar,2026-01-01,5707.0,Medium
Odisha,Baleshwar,2026-02-01,5867.0,Medium
Odisha,Baleshwar,2026-03-01,6027.0,Medium
Odisha,Baleswar,2026-01-01,22725.5,High
Odisha,Baleswar,2026-02-01,22979.0,High
Odisha,Baleswar,2026-03-01,23232.5,High
Odisha,Bargarh,2026-01-01,18244.0,High
Odisha,Bargarh,2026-02-01,18300.0,High
Odisha,Bargarh,2026-03-01,18356.0,High
Odisha,Baudh,2026-01-01,1094.5,Low
Odisha,Baudh,2026-02-01,1167.0,Low
Odisha,Baudh,2026-03-01,1239.5,Low
Odisha,Bhadrak,2026-01-01,19380.0,High
Odisha,Bhadrak,2026-02-01,20806.0,High
Odisha,Bhadrak,2026-03-01,22232.0,High
Odisha,Boudh,2026-01-01,4776.5,Medium
Odisha,Boudh,2026-02-01,4344.0,Medium
Odisha,Boudh,2026-03-01,3911.5,Medium
Odisha,Cuttack,2026-01-01,30117.0,High
Odisha,Cuttack,2026-02-01,34084.0,High
Odisha,Cuttack,2026-03-01,38051.0,High
Odisha,Debagarh,2026-01-01,3881.5,Medium
Odisha,Debagarh,2026-02-01,3924.0,Medium
Odisha,Debagarh,2026-03-01,3966.5,Medium
Odisha,Dhenkanal,2026-01-01,15308.5,High
Odisha,Dhenkanal,2026-02-01,15775.0,High
Odisha,Dhenkanal,2026-03-01,16241.5,High
Odisha,Gajapati,2026-01-01,6867.5,Medium
Odisha,Gajapati,2026-02-01,5242.0,Medium
Odisha,Gajapati,2026-03-01,3616.5,Medium
Odisha,Ganjam,2026-01-01,57657.0,High
Odisha,Ganjam,2026-02-01,66857.0,High
Odisha,Ganjam,2026-03-01,76057.0,High
Odisha,JAJPUR,2026-01-01,9070.5,High
Odisha,JAJPUR,2026-02-01,10359.0,High
Odisha,JAJPUR,2026-03-01,11647.5,High
Odisha,Jagatsinghapur,2026-01-01,11268.5,High
Odisha,Jagatsinghapur,2026-02-01,12253.0,High
Odisha,Jagatsinghapur,2026-03-01,13237.5,High
Odisha,Jagatsinghpur,2026-01-01,3796.5,Medium
Odisha,Jagatsinghpur,2026-02-01,4019.0,Medium
Odisha,Jagatsinghpur,2026-03-01,4241.5,Medium
Odisha,Jajapur,2026-01-01,15758.0,High
Odisha,Jajapur,2026-02-01,17880.0,High
Odisha,Jajapur,2026-03-01,20002.0,High
Odisha,Jajpur,2026-01-01,164.5,Low
Odisha,Jajpur,2026-02-01,197.0,Low
Odisha,Jajpur,2026-03-01,229.5,Low
Odisha,Jharsuguda,2026-01-01,7990.0,Medium
Odisha,Jharsuguda,2026-02-01,8879.0,High
Odisha,Jharsuguda,2026-03-01,9768.0,High
Odisha,Kalahandi,2026-01-01,19787.5,High
Odisha,Kalahandi,2026-02-01,20633.0,High
Odisha,Kalahandi,2026-03-01,21478.5,High
Odisha,Kandhamal,2026-01-01,11608.5,High
Odisha,Kandhamal,2026-02-01,11745.0,High
Odisha,Kandhamal,2026-03-01,11881.5,High
Odisha,Kendrapara,2026-01-01,20989.0,High
Odisha,Kendrapara,2026-02-01,23293.0,High
Odisha,Kendrapara,2026-03-01,25597.0,High
Odisha,Kendujhar,2026-01-01,27046.5,High
Odisha,Kendujhar,2026-02-01,30430.0,High
Odisha,Kendujhar,2026-03-01,33813.5,High
Odisha,Khorda,2026-01-01,24496.0,High
Odisha,Khorda,2026-02-01,28200.0,High
Odisha,Khorda,2026-03-01,31904.0,High
Odisha,Khordha,2026-01-01,3656.5,Medium
Odisha,Khordha,2026-02-01,4162.0,Medium
Odisha,Khordha,2026-03-01,4667.5,Medium
Odisha,Koraput,2026-01-01,17842.0,High
Odisha,Koraput,2026-02-01,18413.0,High
Odisha,Koraput,2026-03-01,18984.0,High
Odisha,Malkangiri,2026-01-01,5536.0,Medium
Odisha,Malkangiri,2026-02-01,4202.0,Medium
Odisha,Malkangiri,2026-03-01,2868.0,Medium
Odisha,Mayurbhanj,2026-01-01,36399.0,High
Odisha,Mayurbhanj,2026-02-01,39552.0,High
Odisha,Mayurbhanj,2026-03-01,42705.0,High
Odisha,NAYAGARH,2026-01-01,3.0,Low
Odisha,NAYAGARH,2026-02-01,3.0,Low
Odisha,NAYAGARH,2026-03-01,3.0,Low
Odisha,NUAPADA,2026-01-01,186.5,Low
Odisha,NUAPADA,2026-02-01,209.0,Low
Odisha,NUAPADA,2026-03-01,231.5,Low
Odisha,Nabarangapur,2026-01-01,14220.0,High
Odisha,Nabarangapur,2026-02-01,14240.0,High
Odisha,Nabarangapur,2026-03-01,14260.0,High
Odisha,Nayagarh,2026-01-01,11129.5,High
Odisha,Nayagarh,2026-02-01,11789.0,High
