state,district,month,enrol_total,demo_total,bio_total,update_total,update_pressure,growth_rate,rolling_updates,privacy_flag,confidence_score,service_stress_score,stress_level,enrol_norm,update_norm,pressure_norm,growth_norm,aadhaar_maturity_index,maturity_category
Tamil Nadu,Kanchipuram,2025-03,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Suppressed,0.5,0.0,Low,0.002052148720424915,0.0,0.0,0.05616605616605617,0.006437465104775584,Underserved
Tamil Nadu,Kanchipuram,2025-06,351.0,0.0,0.0,0.0,0.0,0.0,0.0,Suppressed,1.0,0.0,Low,0.02118541767262192,0.0,0.0,0.05616605616605617,0.014090772685654387,Underserved
Tamil Nadu,Kanchipuram,2025-09,0.0,2.0,0.0,2.0,0.0,0.0,0.6666666666666666,Suppressed,0.5,0.0,Low,0.0,9.294976065436632e-06,0.0,0.05616605616605617,0.005619394109425248,Underserved
Tamil Nadu,Kanchipuram,2025-10,1.0,0.0,0.0,0.0,0.0,-1.0,0.6666666666666666,Suppressed,0.5,-0.6666666666666666,Low,6.035731530661516e-05,0.0,0.0,0.0,2.4142926122646064e-05,Underserved
Tamil Nadu,Kanchipuram,2025-11,0.0,0.0,5.0,5.0,0.0,0.0,2.3333333333333335,Suppressed,0.5,0.0,Low,0.0,2.3237440163591578e-05,0.0,0.05616605616605617,0.005623576848654695,Underserved
Tamil Nadu,Kanchipuram,2025-12,1.0,6.0,4.0,10.0,10.0,1.0,5.0,Suppressed,0.5,5.0,High,6.035731530661516e-05,4.6474880327183155e-05,0.0032123353678123997,0.11233211233211234,0.011913763696994515,Underserved
Tamil Nadu,Kanniyakumari,2025-03,0.0,12797.0,9733.0,22530.0,0.0,0.0,22530.0,Suppressed,0.5,0.0,Low,0.0,0.10470790537714365,0.0,0.05616605616605617,0.03702897722974871,Underserved
Tamil Nadu,Kanniyakumari,2025-04,0.0,0.0,5272.0,5272.0,0.0,-0.7660008877052819,13901.0,Suppressed,0.5,-10648.178339991124,Low,0.0,0.02450155690849096,0.0,0.013142807283952423,0.00866474780094253,Underserved
Tamil Nadu,Kanniyakumari,2025-05,0.0,0.0,8236.0,8236.0,0.0,0.562215477996965,12012.666666666666,Suppressed,0.5,6753.7071320182085,High,0.0,0.03827671143746805,0.0,0.08774348228065981,0.020257361659306396,Underserved
Tamil Nadu,Kanniyakumari,2025-06,0.0,0.0,8725.0,8725.0,0.0,0.05937348227294814,7411.0,Suppressed,0.5,440.0168771248187,High,0.0,0.04054933308546731,0.0,0.059500830506172914,0.018114882976257483,Underserved
Tamil Nadu,Kanniyakumari,2025-07,0.0,0.0,8963.0,8963.0,0.0,0.027277936962750715,8641.333333333334,Suppressed,0.5,235.7177459407832,High,0.0,0.04165543523725426,0.0,0.05769815030560017,0.018266445601736295,Underserved
Tamil Nadu,Kanniyakumari,2025-09,987.0,6329.0,7835.0,14164.0,14.350557244174265,0.5802744616757782,10617.333333333334,Safe,1.0,6160.967384432296,High,0.059572670207629165,0.06582702049542223,0.004609880258327744,0.08875778417226593,0.053374928700570486,Underserved
Tamil Nadu,Kanniyakumari,2025-10,586.0,5207.0,8741.0,13948.0,23.802047781569964,-0.015249929398475026,12358.333333333334,Safe,1.0,-188.46371081615388,Low,0.035369386769676485,0.06482316308035507,0.0076460159915097865,0.05530952777493303,0.040654859607772376,Underserved
Tamil Nadu,Kanniyakumari,2025-11,739.0,8451.0,10654.0,19105.0,25.852503382949934,0.36973042730140526,15739.0,Safe,1.0,5819.187195296818,High,0.0446040560115886,0.08879025886508342,0.008304691096353978,0.07693235611216684,0.05383287389464794,Underserved
Tamil Nadu,Kanniyakumari,2025-12,422.0,7333.0,10786.0,18119.0,42.93601895734597,-0.05160952630201521,17057.333333333332,Safe,1.0,-880.3208933089073,Low,0.025470787059391597,0.08420783566482316,0.013792489224974615,0.05326735261307363,0.04353589862950587,Underserved
Tamil Nadu,Kanyakumari,2025-03,0.0,7247.0,3126.0,10373.0,0.0,0.0,10373.0,Suppressed,0.5,0.0,Low,0.0,0.04820839336338709,0.0,0.05616605616605617,0.020079123625621746,Underserved
Tamil Nadu,Kanyakumari,2025-04,0.0,0.0,1872.0,1872.0,0.0,-0.8195314759471706,6122.5,Suppressed,0.5,-5017.581461486552,Low,0.0,0.008700097597248687,0.0,0.010136205258156478,0.0036236498049902538,Underserved
Tamil Nadu,Kanyakumari,2025-05,0.0,0.0,3693.0,3693.0,0.0,0.9727564102564104,5312.666666666667,Suppressed,0.5,5167.930555555557,High,0.0,0.01716317330482874,0.0,0.11080194734040888,0.01622914672548951,Underserved
Tamil Nadu,Kanyakumari,2025-06,0.0,0.0,3328.0,3328.0,0.0,-0.09883563498510695,2964.3333333333335,Suppressed,0.5,-292.9817673075187,Low,0.0,0.015466840172886555,0.0,0.050614848340274826,0.009701536885893449,Underserved
Tamil Nadu,Kanyakumari,2025-07,0.0,0.0,2704.0,2704.0,0.0,-0.1875,3241.6666666666665,Suppressed,0.5,-607.8125,Low,0.0,0.012566807640470325,0.0,0.04563492063492064,0.008333534355633162,Underserved
Tamil Nadu,Kanyakumari,2025-09,812.0,3349.0,3484.0,6833.0,8.415024630541872,1.5269970414201182,4288.333333333333,Safe,1.0,6548.272312623273,High,0.049010140028971506,0.031756285727564254,0.0027031881241702128,0.14193145775986013,0.043864725130677934,Underserved
Tamil Nadu,Kanyakumari,2025-10,566.0,2716.0,4184.0,6900.0,12.190812720848056,0.009805356358846717,5479.0,Safe,1.0,53.72354749012116,High,0.03416224046354418,0.03206766742575638,0.003916097886555753,0.056716784362035345,0.029740094426659272,Underserved
Tamil Nadu,Kanyakumari,2025-11,711.0,4230.0,6100.0,10330.0,14.528832630098453,0.49710144927536226,8021.0,Safe,1.0,3987.250724637681,High,0.04291405118300338,0.048008551377980206,0.004667148291069211,0.08408628408628409,0.04091024395343767,Underserved
Tamil Nadu,Kanyakumari,2025-12,378.0,3920.0,5960.0,9880.0,26.137566137566136,-0.04356243949661176,9036.666666666666,Safe,1.0,-393.6592449177149,Low,0.02281506518590053,0.04591718176325696,0.008396262813223945,0.05371932574255905,0.029952365740237994,Underserved
Tamil Nadu,Karur,2025-03,0.0,4782.0,9465.0,14247.0,0.0,0.0,14247.0,Suppressed,0.5,0.0,Low,0.0,0.06621276200213784,0.0,0.05616605616605617,0.02548043421724697,Underserved
Tamil Nadu,Karur,2025-04,0.0,2179.0,6809.0,8988.0,0.0,-0.3691303432301537,11617.5,Suppressed,0.5,-4288.37176247631,Low,0.0,0.041771622438072226,0.0,0.035433460575595765,0.016074832788981246,Underserved
Tamil Nadu,Karur,2025-05,0.0,0.0,6129.0,6129.0,0.0,-0.318090787716956,9788.0,Suppressed,0.5,-3113.472630173565,Low,0.0,0.028484454152530557,0.0,0.03830015111724057,0.012375351357483223,Underserved
Tamil Nadu,Karur,2025-06,0.0,0.0,6246.0,6246.0,0.0,0.019089574155653377,7121.0,Suppressed,0.5,135.9368575624077,High,0.0,0.0290282102523586,0.0,0.05723824226026869,0.01443228730173445,Underserved
Tamil Nadu,Karur,2025-07,0.0,0.0,7147.0,7147.0,0.0,0.14425232148575096,6507.333333333333,Suppressed,0.5,938.6979400149434,High,0.0,0.0332155969698378,0.0,0.06426814015670884,0.016391493106622225,Underserved
Tamil Nadu,Karur,2025-09,1870.0,4771.0,6412.0,11183.0,5.980213903743316,0.5647124667692738,8192.0,Safe,1.0,4626.124527773891,High,0.11286817962337035,0.051972858669888926,0.0019210452630078112,0.08788372829229132,0.06991171133214552,Underserved
Tamil Nadu,Karur,2025-10,906.0,3282.0,5559.0,8841.0,9.758278145695364,-0.20942502011982478,9057.0,Safe,1.0,-1896.7624072252531,Low,0.054683727667793336,0.04108844169726263,0.003134686201636802,0.04440347872342865,0.03926730868896635,Underserved
Tamil Nadu,Karur,2025-11,1461.0,7006.0,8751.0,15757.0,10.78507871321013,0.7822644497228821,11927.0,Safe,1.0,9330.068091844814,High,0.08818203766296474,0.0732304689315425,0.0034645289795085547,0.10010276518590058,0.06794513805914042,Underserved
Tamil Nadu,Karur,2025-12,767.0,6664.0,9042.0,15706.0,20.477183833116037,-0.0032366567239956456,13434.666666666666,Safe,1.0,-43.48340420130683,Low,0.046294060840173824,0.07299344704187387,0.006577958186031493,0.055984265922705986,0.04732967667810859,Underserved
Tamil Nadu,Krishnagiri,2025-03,0.0,17594.0,23329.0,40923.0,0.0,0.0,40923.0,Suppressed,0.5,0.0,Low,0.0,0.19018915276293163,0.0,0.05616605616605617,0.06267335144548511,Underserved
Tamil Nadu,Krishnagiri,2025-04,0.0,0.0,11083.0,11083.0,0.0,-0.7291743029592161,26003.0,Suppressed,0.5,-18960.719399848498,Low,0.0,0.051508109866617094,0.0,0.015211211311203975,0.016973554091105524,Underserved
Tamil Nadu,Krishnagiri,2025-05,0.0,0.0,11518.0,11518.0,0.0,0.03924930073084898,21174.666666666668,Suppressed,0.5,831.0908598754836,High,0.0,0.05352976716084956,0.0,0.05837053459538346,0.021895983607793216,Underserved
Tamil Nadu,Krishnagiri,2025-06,0.0,0.0,12244.0,12244.0,0.0,0.06303177635006074,11615.0,Suppressed,0.5,732.1140823059555,High,0.0,0.056903843472603056,0.0,0.05970630245677997,0.023041783287458914,Underserved
Tamil Nadu,Krishnagiri,2025-07,0.0,3905.0,12796.0,16701.0,0.0,0.3640150277687031,13487.666666666666,Suppressed,0.5,4909.713356201678,High,0.0,0.07761769763442859,0.0,0.07661134466100164,0.030946443756428743,Underserved
Tamil Nadu,Krishnagiri,2025-09,1930.0,9346.0,9375.0,18721.0,9.7,0.12095084126698996,15888.666666666666,Safe,1.0,1921.7475999441144,High,0.11648961854176726,0.08700562346051958,0.0031159653067780275,0.06295938790998967,0.07961666630721735,Underserved
Tamil Nadu,Krishnagiri,2025-10,1199.0,6728.0,17398.0,24126.0,20.121768140116764,0.2887132097644356,19849.333333333332,Safe,1.0,5730.76473835087,High,0.07236842105263158,0.11212529627736209,0.0064637867459417814,0.07238193852156781,0.0711159085056064,Underserved
Tamil Nadu,Krishnagiri,2025-11,1801.0,12587.0,23907.0,36494.0,20.26318711826763,0.5126419630274393,26447.0,Safe,1.0,13557.841996186686,High,0.10870352486721391,0.1696054282660222,0.006509215264461173,0.08495913345453261,0.1041607948250377,Underserved
Tamil Nadu,Krishnagiri,2025-12,1256.0,13904.0,19507.0,33411.0,26.601114649681527,-0.08447964048884749,31343.666666666668,Safe,1.0,-2647.901691602273,Low,0.07580878802510864,0.15527722266115165,0.008545170141240453,0.051421167933471325,0.0837578328299842,Underserved
Tamil Nadu,Madurai,2025-03,0.0,27181.0,43541.0,70722.0,0.0,0.0,70722.0,Suppressed,0.5,0.0,Low,0.0,0.32867964864990473,0.0,0.05616605616605617,0.10422050021157703,Underserved
Tamil Nadu,Madurai,2025-04,115.0,3294.0,26630.0,29924.0,260.2086956521739,-0.576878481943384,50323.0,Safe,1.0,-29030.255846836913,Low,0.0069410912602607434,0.13907143189106289,0.08358775960558108,0.023765066948234846,0.06359192468736287,Underserved
Tamil Nadu,Madurai,2025-05,0.0,2078.0,24163.0,26241.0,0.0,-0.12307846544579604,42295.666666666664,Suppressed,0.5,-5205.68574834024,Low,0.0,0.12195473346656133,0.0,0.04925322416299559,0.04151174245626796,Underserved
Tamil Nadu,Madurai,2025-06,88.0,2066.0,22887.0,24953.0,283.5568181818182,-0.049083495293624435,27039.333333333332,Safe,0.5,-1327.184990409409,Low,0.005311443746982134,0.11596876888042014,0.09108795958298047,0.053409229812568106,0.0604737230607718,Underserved
Tamil Nadu,Madurai,2025-07,0.0,0.0,26698.0,26698.0,0.0,0.06993147116579168,25964.0,Suppressed,0.5,1815.7007173486152,High,0.0,0.12407863549751359,0.0,0.06009383110332896,0.04323297375958697,Underserved
Tamil Nadu,Madurai,2025-09,4444.0,14782.0,17401.0,32183.0,7.241899189918992,0.20544610083152293,27944.666666666668,Safe,1.0,5741.122805703298,High,0.26822790922259776,0.14957010735697357,0.0023263408897908743,0.06770515340445672,0.159397979414535,Underserved
Tamil Nadu,Madurai,2025-10,2298.0,11412.0,21589.0,33001.0,14.360748476936466,0.025417145698039434,30627.333333333332,Safe,1.0,778.4593936757531,High,0.13870111057460163,0.15337175256773714,0.004613154024072107,0.05759363699891308,0.10817396450486752,Underserved
Tamil Nadu,Madurai,2025-11,3598.0,25249.0,34495.0,59744.0,16.60478043357421,0.8103693827459775,41642.666666666664,Safe,1.0,33745.94208256315,High,0.21716562047320134,0.2776595250267231,0.005334012346152975,0.10168130843261901,0.18139903900978996,Underserved
Tamil Nadu,Madurai,2025-12,1647.0,23904.0,35137.0,59041.0,35.847601700060714,-0.0117668719871451,50595.333333333336,Safe,1.0,-595.3488104802688,Low,0.09940849830999517,0.2743923409397221,0.011515451879235694,0.05550515737312738,0.12993470771907456,Underserved
Tamil Nadu,Mayiladuthurai,2025-03,0.0,596.0,1042.0,1638.0,0.0,0.0,1638.0,Suppressed,0.5,0.0,Low,0.0,0.007612585397592601,0.0,0.05616605616605617,0.007900381235883398,Underserved
Tamil Nadu,Mayiladuthurai,2025-04,0.0,0.0,155.0,155.0,0.0,-0.9053724053724054,896.5,Suppressed,0.5,-811.6663614163614,Low,0.0,0.000720360645071339,0.0,0.005314858794712274,0.0007475940729926292,Underserved
Tamil Nadu,Mayiladuthurai,2025-05,0.0,0.0,77.0,77.0,0.0,-0.5032258064516129,623.3333333333334,Suppressed,0.5,-313.6774193548387,Low,0.0,0.00035785657851931035,0.0,0.02790184725668597,0.0028975416992243906,Underserved
Tamil Nadu,Mayiladuthurai,2025-06,0.0,0.0,255.0,255.0,0.0,2.311688311688312,162.33333333333334,Suppressed,0.5,375.2640692640693,High,0.0,0.0011851094483431705,0.0,0.18600447171875745,0.018955980006378697,Underserved
Tamil Nadu,Mayiladuthurai,2025-07,0.0,0.0,270.0,270.0,0.0,0.05882352941176472,200.66666666666666,Suppressed,0.5,11.803921568627453,High,0.0,0.0012548217688339452,0.0,0.059469941822883,0.006323440712938484,Underserved
Tamil Nadu,Mayiladuthurai,2025-09,218.0,627.0,459.0,1086.0,4.981651376146789,3.022222222222222,537.0,Safe,1.0,1622.9333333333334,High,0.013157894736842105,0.005047172003532091,0.0016002734905707643,0.22591235924569258,0.02968860011847988,Underserved
Tamil Nadu,Mayiladuthurai,2025-10,113.0,469.0,298.0,767.0,6.787610619469026,-0.2937384898710865,707.6666666666666,Safe,1.0,-207.86893799877222,Low,0.006820376629647513,0.003564623321094948,0.0021804081655859386,0.0396679236458242,0.008200411645887098,Underserved
Tamil Nadu,Mayiladuthurai,2025-11,159.0,894.0,1178.0,2072.0,13.031446540880504,1.7014341590612778,1308.3333333333333,Safe,1.0,2226.043024771838,High,0.009596813133751811,0.00962959520379235,0.0041861376617027,0.15172890270673844,0.022737721617652817,Underserved
Tamil Nadu,Mayiladuthurai,2025-12,88.0,1144.0,1252.0,2396.0,27.227272727272727,0.1563706563706564,1745.0,Safe,0.5,272.86679536679543,High,0.005311443746982134,0.011135381326393084,0.008746313115089216,0.06494877923449352,0.013709332443177975,Underserved
Tamil Nadu,Nagapattinam,2025-03,0.0,3937.0,10880.0,14817.0,0.0,0.0,14817.0,Suppressed,0.5,0.0,Low,0.0,0.06886183018078729,0.0,0.05616605616605617,0.026275154670841804,Underserved
Tamil Nadu,Nagapattinam,2025-04,0.0,0.0,7891.0,7891.0,0.0,-0.46743605318215564,11354.0,Suppressed,0.5,-5307.268947830195,Low,0.0,0.03667332806618023,0.0,0.029912016548987595,0.013993200074752828,Underserved
Tamil Nadu,Nagapattinam,2025-05,0.0,0.0,8753.0,8753.0,0.0,0.10923837282980609,10487.0,Suppressed,0.5,1145.5828158661764,High,0.0,0.04067946275038342,0.0,0.06230154474990364,0.01843399330010539,Underserved
Tamil Nadu,Nagapattinam,2025-06,0.0,0.0,8306.0,8306.0,0.0,-0.051068205186793114,8316.666666666666,Suppressed,0.5,-424.71723980349606,Low,0.0,0.03860203559975833,0.0,0.05329775648523506,0.016910386328451005,Underserved
Tamil Nadu,Nagapattinam,2025-07,0.0,0.0,9921.0,9921.0,0.0,0.19443775583915235,8993.333333333334,Suppressed,0.5,1748.6435508467769,High,0.0,0.04610772877259841,0.0,0.06708685808131991,0.02054100443991151,Underserved
Tamil Nadu,Nagapattinam,2025-09,1735.0,8224.0,6139.0,14363.0,8.278386167146975,0.4477371232738636,10863.333333333334,Safe,1.0,4863.917615831739,High,0.10471994205697731,0.06675187061393317,0.002659295267313516,0.0813136845794844,0.07057676551838202,Underserved
Tamil Nadu,Nagapattinam,2025-10,957.0,6485.0,7481.0,13966.0,14.593521421107628,-0.02764046508389617,12750.0,Safe,1.0,-352.4159298196762,Low,0.057761950748430706,0.064906817864944,0.004687928500195191,0.05461360025169814,0.04897577138406434,Underserved
Tamil Nadu,Nagapattinam,2025-11,1472.0,10377.0,14935.0,25312.0,17.195652173913043,0.8124015466132035,17880.333333333332,Safe,1.0,14526.010453959616,High,0.08884596813133752,0.11763721708416601,0.005523820165086105,0.10179544706252425,0.08211386111705447,Underserved
Tamil Nadu,Nagapattinam,2025-12,750.0,11137.0,14919.0,26056.0,34.74133333333333,0.02939317319848289,21778.0,Safe,1.0,640.1245259165604,High,0.04526798647996137,0.12109494818050844,0.011160081379162651,0.05781695478282078,0.062449390800251685,Underserved
Tamil Nadu,Namakkal,2025-03,0.0,8828.0,20320.0,29148.0,0.0,0.0,29148.0,Suppressed,0.5,0.0,Low,0.0,0.13546498117767347,0.0,0.05616605616605617,0.046256099969907656,Underserved
Tamil Nadu,Namakkal,2025-04,0.0,621.0,12639.0,13260.0,0.0,-0.5450802799505969,21204.0,Suppressed,0.5,-11557.882256072457,Low,0.0,0.06162569131384487,0.0,0.02555104654734132,0.02104281204888759,Underserved
Tamil Nadu,Namakkal,2025-05,0.0,0.0,13060.0,13060.0,0.0,-0.015082956259426794,18489.333333333332,Suppressed,0.5,-278.87380593262844,Low,0.0,0.060696193707301206,0.0,0.055318905997639035,0.023740748711954265,Underserved
Tamil Nadu,Namakkal,2025-06,0.0,0.0,14047.0,14047.0,0.0,0.07557427258805505,13455.666666666666,Suppressed,0.5,1016.9022205206727,High,0.0,0.06528326439559419,0.0,0.06041076500494571,0.02562605581917283,Underserved
Tamil Nadu,Namakkal,2025-07,0.0,0.0,15285.0,15285.0,0.0,0.08813269737310447,14130.666666666666,Suppressed,0.5,1245.3737690135483,High,0.0,0.07103685458009946,0.0,0.06111612219677998,0.027422668593707837,Underserved
Tamil Nadu,Namakkal,2025-09,2340.0,7900.0,10307.0,18207.0,7.780769230769231,0.19116781157998042,15846.333333333334,Safe,1.0,3029.3088649002298,High,0.14123611781747947,0.08461681461170238,0.002499444018878648,0.06690319820839939,0.08906970013511817,Underserved
Tamil Nadu,Namakkal,2025-10,1172.0,6934.0,11125.0,18059.0,15.408703071672354,-0.00812874169275557,17183.666666666668,Safe,1.0,-139.68158766774746,Low,0.07073877353935297,0.08392898638286006,0.004949792184925267,0.0557094968035815,0.060035113447942406,Underserved
Tamil Nadu,Namakkal,2025-11,1687.0,12369.0,22186.0,34555.0,20.483106105512743,0.9134503571626336,23607.0,Safe,1.0,21563.82258153829,High,0.10182279092225978,0.1605939489705814,0.006579860618539269,0.10747096023135672,0.10097036920692186,Underserved
Tamil Nadu,Namakkal,2025-12,899.0,11948.0,20332.0,32280.0,35.906562847608456,-0.06583707133555206,28298.0,Safe,1.0,-1863.057444653452,Low,0.05426122646064703,0.15002091369614723,0.011534392177195136,0.0524682475196149,0.0742644678805035,Underserved
Tamil Nadu,Namakkal   *,2025-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Suppressed,0.5,0.0,Low,6.035731530661516e-05,0.0,0.0,0.05616605616605617,0.0056407485427282635,Underserved
Tamil Nadu,Perambalur,2025-03,0.0,3220.0,8891.0,12111.0,0.0,0.0,12111.0,Suppressed,0.5,0.0,Low,0.0,0.05628572756425152,0.0,0.05616605616605617,0.022502323885881075,Underserved
Tamil Nadu,Perambalur,2025-04,0.0,0.0,4769.0,4769.0,0.0,-0.6062257451903228,8440.0,Suppressed,0.5,-5116.545289406325,Low,0.0,0.02216387042803365,0.0,0.022116746912387242,0.008860835819648819,Underserved
Tamil Nadu,Perambalur,2025-05,0.0,0.0,6209.0,6209.0,0.0,0.30195009435940445,7696.333333333333,Suppressed,0.5,2323.90857622143,High,0.0,0.028856253195148025,0.0,0.07312540212519245,0.01596941617106365,Underserved
Tamil Nadu,Perambalur,2025-06,0.0,0.0,7984.0,7984.0,0.0,0.2858753422451281,6320.666666666667,Suppressed,0.5,1806.9227465507065,High,0.0,0.03710554445322303,0.0,0.07222254669508657,0.018353918005475568,Underserved
Tamil Nadu,Perambalur,2025-07,0.0,0.0,7619.0,7619.0,0.0,-0.04571643286573146,7270.666666666667,Suppressed,0.5,-332.3889445557782,Low,0.0,0.03540921132128085,0.0,0.05359834443000776,0.01598259783938503,Underserved
Tamil Nadu,Perambalur,2025-09,866.0,2892.0,4733.0,7625.0,8.80484988452656,0.0007875049219057129,7742.666666666667,Safe,1.0,6.0973881086752995,High,0.05226943505552873,0.035437096249477155,0.0028284130692343592,0.05621028721173097,0.037725614232074614,Underserved
Tamil Nadu,Perambalur,2025-10,561.0,2119.0,5774.0,7893.0,14.06951871657754,0.03514754098360662,7712.333333333333,Safe,1.0,271.0695519125688,High,0.0338604538870111,0.03668262304224567,0.004519601258136056,0.05814015492704018,0.031266904211809374,Underserved
Tamil Nadu,Perambalur,2025-11,795.0,4328.0,9605.0,13933.0,17.525786163522014,0.7652350183707082,9817.0,Safe,1.0,7512.312175345242,High,0.047984065668759054,0.0647534507598643,0.005629870274179895,0.0991462891880984,0.04966026446910873,Underserved
Tamil Nadu,Perambalur,2025-12,392.0,4065.0,8304.0,12369.0,31.553571428571427,-0.11225148927007822,11398.333333333334,Safe,1.0,-1279.4798918634417,Low,0.02366006760019314,0.05748477947669285,0.010136065348079483,0.049861332714989506,0.03372280722419996,Underserved
Tamil Nadu,Pudukkottai,2025-03,0.0,12507.0,19303.0,31810.0,0.0,0.0,31810.0,Suppressed,0.5,0.0,Low,0.0,0.14783659432076962,0.0,0.05616605616605617,0.049967583912836504,Underserved
Tamil Nadu,Pudukkottai,2025-04,0.0,0.0,13417.0,13417.0,0.0,-0.5782143979880541,22613.5,Suppressed,0.5,-13075.451288902861,Low,0.0,0.06235534693498165,0.0,0.02369003381263677,0.021075607461758173,Underserved
Tamil Nadu,Pudukkottai,2025-05,190.0,0.0,14109.0,14109.0,74.2578947368421,0.05157635835134533,19778.666666666668,Safe,1.0,1020.1115997118089,High,0.01146788990825688,0.06557140865362272,0.023854126160244814,0.05906289680605847,0.03493569347204438,Underserved
Tamil Nadu,Pudukkottai,2025-06,0.0,0.0,14092.0,14092.0,0.0,-0.0012049046707774957,13872.666666666666,Suppressed,0.5,-16.71524086280594,Low,0.0,0.06549240135706651,0.0,0.056098381422642535,0.025257558549384208,Underserved
Tamil Nadu,Pudukkottai,2025-07,0.0,0.0,15732.0,15732.0,0.0,0.11637808685779172,14644.333333333334,Suppressed,0.5,1704.2794966411213,High,0.0,0.07311428173072454,0.0,0.06270255432900906,0.028204539952118267,Underserved
Tamil Nadu,Pudukkottai,2025-09,2887.0,9396.0,10046.0,19442.0,6.734326290266713,0.2358250699211797,16422.0,Safe,1.0,3872.7192982456127,High,0.17425156929019797,0.09035646233210949,0.0021632914520612638,0.06941142028861327,0.10418136673498563,Underserved
Tamil Nadu,Pudukkottai,2025-10,1613.0,7126.0,14311.0,21437.0,13.290142591444514,0.10261289990741695,18870.333333333332,Safe,1.0,1936.339625552927,High,0.09735634958957025,0.09962820095738253,0.004269239508976715,0.061929418065618046,0.0758777898314,Underserved
Tamil Nadu,Pudukkottai,2025-11,2669.0,12490.0,19094.0,31584.0,11.833645560134881,0.4733404860754771,24154.333333333332,Safe,1.0,11433.223880829099,High,0.16109367455335585,0.14678626202537529,0.003801363816297746,0.08275172449263973,0.11750879364147844,Underserved
Tamil Nadu,Pudukkottai,2025-12,1341.0,13108.0,27284.0,40392.0,30.120805369127517,0.27887537993920963,31137.666666666668,Safe,1.0,8683.52862208713,High,0.08093915982617093,0.18772133661755822,0.009675812839424196,0.07182938641905207,0.09781016612552589,Underserved
Tamil Nadu,Ramanathapuram,2025-03,0.0,9901.0,15743.0,25644.0,0.0,0.0,25644.0,Suppressed,0.5,0.0,Low,0.0,0.11918018311102849,0.0,0.05616605616605617,0.04137066054991416,Underserved
Tamil Nadu,Ramanathapuram,2025-04,0.0,0.0,10352.0,10352.0,0.0,-0.5963188270160662,17998.0,Suppressed,0.5,-10732.546248635159,Low,0.0,0.048110796114700004,0.0,0.022673179434995062,0.016700556777909506,Underserved
Tamil Nadu,Ramanathapuram,2025-05,0.0,0.0,11958.0,11958.0,0.0,0.1551391035548686,15984.666666666666,Suppressed,0.5,2479.846857290056,High,0.0,0.05557466189524562,0.0,0.06487960776987052,0.023160359345560738,Underserved
Tamil Nadu,Ramanathapuram,2025-06,152.0,0.0,12263.0,12263.0,80.67763157894737,0.025505937447733773,11524.333333333334,Safe,1.0,293.9389251268333,High,0.009174311926605505,0.05699214574522471,0.02591636093123912,0.0575986240813135,0.03171050308858879,Underserved
Tamil Nadu,Ramanathapuram,2025-07,0.0,0.0,12666.0,12666.0,0.0,0.032863084074043813,12295.666666666666,Suppressed,0.5,404.0735274130847,High,0.0,0.05886508342241019,0.0,0.05801184599194874,0.023460709625917932,Underserved
Tamil Nadu,Ramanathapuram,2025-09,1452.0,6628.0,7710.0,14338.0,9.87465564738292,0.13200694773409127,13089.0,Safe,1.0,1727.8389388915207,High,0.08763882182520522,0.06663568341311521,0.00317207055810566,0.06358036580679878,0.06203868444631766,Underserved
Tamil Nadu,Ramanathapuram,2025-10,1059.0,5152.0,12025.0,17177.0,16.220018885741265,0.1980053005998048,14727.0,Safe,1.0,2916.0240619333254,High,0.06391839690970545,0.07982990193800252,0.005210414033325174,0.06728723300072165,0.05728713545202014,Underserved
Tamil Nadu,Ramanathapuram,2025-11,1581.0,8882.0,14153.0,23035.0,14.56989247311828,0.341037433777726,18183.333333333332,Safe,1.0,6201.197337524984,High,0.09542491549975857,0.1070548868336664,0.004680338089662153,0.07532078382634358,0.07875457825057013,Underserved
Tamil Nadu,Ramanathapuram,2025-12,758.0,9418.0,16077.0,25495.0,33.63456464379947,0.10679400911656178,21902.333333333332,Safe,1.0,2339.037985673975,High,0.04575084500241429,0.11848770739415346,0.010804550158624951,0.06216425448029529,0.062223985698966276,Underserved
Tamil Nadu,Ranipet,2025-03,0.0,109.0,28.0,137.0,0.0,0.0,137.0,Suppressed,0.5,0.0,Low,0.0,0.0006367058604824093,0.0,0.05616605616605617,0.00580761737475034,Underserved
Tamil Nadu,Ranipet,2025-04,0.0,0.0,30.0,30.0,0.0,-0.781021897810219,83.5,Suppressed,0.5,-65.21532846715328,Low,0.0,0.00013942464098154947,0.0,0.012299136386727624,0.0012717410309672273,Underserved
Tamil Nadu,Ranipet,2025-06,0.0,0.0,51.0,51.0,0.0,0.7,72.66666666666667,Suppressed,0.5,50.86666666666667,High,0.0,0.0002370218896686341,0.0,0.09548229548229548,0.009619336115130139,Underserved
Tamil Nadu,Ranipet,2025-07,0.0,0.0,25.0,25.0,0.0,-0.5098039215686274,35.333333333333336,Suppressed,0.5,-18.013071895424837,Low,0.0,0.0001161872008179579,0.0,0.027532380473556946,0.0027880942076010822,Underserved
Tamil Nadu,Ranipet,2025-09,40.0,248.0,74.0,322.0,8.05,11.88,132.66666666666666,Safe,0.5,1576.08,High,0.0024142926122646064,0.0014964911465352978,0.002585929971088982,0.7234188034188035,0.07427373072496458,Underserved
